,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,,
6,195,BUF,Tanner Vallejo,LB,22,2018,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,,,,Boise St.,2017
6,196,NOR,Al-Quadin Muhammad,DE,22,2018,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Miami (FL),2017
6,197,NYJ,Jeremy Clark,CB,23,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,2017
6,198,SFO,D.J. Jones,DT,22,2018,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,10,,,Mississippi,2017
6,199,WAS,Chase Roullier,C,24,2018,0,0,1,4,4,15,0,0,0,0,0,0,0,0,0,0,0,,,,Wyoming,2017
6,200,NYG,Adam Bisnowaty,T,23,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,2017
6,201,MIN,Bucky Hodges,TE,22,2018,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech,2017
6,202,SFO,Pita Taumoepenu,OLB,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,2017
6,203,DEN,De'Angelo Henderson,RB,24,2018,0,0,0,0,0,5,0,0,0,0,0,7,13,0,2,36,1,,,,Coastal Carolina,2017
6,204,NYJ,Derrick Jones,CB,22,2018,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi,2017
6,205,DET,Jeremiah Ledbetter,DE,23,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,6,,0.5,Arkansas,2017
6,206,LAR,Sam Rogers,FB,22,2018,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech,2017
6,207,CIN,Brandon Wilson,RB,23,2018,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,Houston,2017
6,208,ARI,Rudy Ford,S,22,2018,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,1,,,Auburn,2017
6,209,WAS,Robert Davis,WR,22,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia St.,2017
6,210,SEA,Justin Senior,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi St.,2017
6,211,NWE,Conor McDermott,T,24,2018,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,2017
6,212,GNB,Kofi Amichia,C,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,South Florida,2017
6,213,PIT,Colin Holba,LS,23,2017,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville,2017
6,214,PHI,Elijah Qualls,DT,22,2018,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,3,,,Washington,2017
6,215,DET,Brad Kaaya,QB,22,2018,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),2017
6,216,DAL,Marquez White,CB,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,2017
6,217,TEN,Corey Levin,OL,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Tenn-Chattanooga,2017
6,218,KAN,Leon McQuay,S,22,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,,,USC,2017
7,219,MIN,Stacy Coley,WR,23,2018,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),2017
7,220,MIN,Ifeadi Odenigbo,DL,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Northwestern,2017
7,221,OAK,Shalom Luani,S,23,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,12,,,Washington St.,2017
7,222,JAX,Jalen Myrick,CB,22,2018,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Minnesota,2017
7,223,TAM,Stevie Tu'ikolovatu,NT,26,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,USC,2017
7,224,CLE,Zane Gonzalez,K,22,2018,0,0,2,2,2,18,0,0,0,0,0,0,0,0,0,0,0,,,,Arizona St.,2017
7,225,LAC,Isaac Rochell,DT,22,2018,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,,1,Notre Dame,2017
7,226,SEA,David Moore,WR,22,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,East Central (OK),2017
7,227,TEN,Josh Carraway,OLB,23,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,TCU,2017
7,228,DAL,Joey Ivie,DT,22,2018,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,2017
7,229,SFO,Adrian Colbert,DB,23,2018,0,0,1,2,2,16,0,0,0,0,0,0,0,0,0,0,0,37,,,Miami (FL),2017
7,230,WAS,Josh Harvey-Clemons,S,23,2018,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,0.5,Louisville,2017
7,231,OAK,Jylan Ware,T,23,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama St.,2017
7,232,MIN,Elijah Lee,LB,21,2018,0,0,1,1,,16,0,0,0,0,0,0,0,0,0,0,0,13,,1,Kansas St.,2017
7,233,CAR,Harrison Butker,K,22,2018,0,0,2,5,,15,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia Tech,2017
7,234,LAR,Ejuan Price,DE,24,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,2017
7,235,WAS,Joshua Holsey,DB,23,2017,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,2017
7,236,TEN,Brad Seaton,T,23,2018,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Villanova,2017
7,237,MIA,Isaiah Ford,WR,21,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech,2017
7,238,GNB,Devante Mays,RB,23,2017,0,0,0,0,0,8,0,0,0,0,0,4,1,0,3,0,0,,,,Utah St.,2017
7,239,DAL,Noah Brown,WR,21,2017,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,33,0,,,,Ohio St.,2017
7,240,JAX,Marquez Williams,FB,23,2017,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL),2017
7,241,TEN,Khalfani Muhammad,RB,22,2018,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,California,2017
7,242,OAK,Elijah Hood,RB,21,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,2017
7,243,HOU,Kyle Fuller,C,23,2018,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,2017
7,244,OAK,Treyvon Hester,DT,24,2018,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,9,,,Toledo,2017
7,245,MIN,Jack Tocho,CB,21,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,2017
7,246,DAL,Jordan Carrell,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,Colorado,2017
7,247,GNB,Malachi Dupre,WR,21,2018,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,2017
7,248,PIT,Keion Adams,OLB,22,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,West. Michigan,2017
7,249,SEA,Chris Carson,RB,22,2018,0,0,1,2,2,5,0,0,0,0,0,56,259,0,10,87,1,,,,Oklahoma St.,2017
7,250,DET,Pat O'Connor,DE,23,2018,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,East. Michigan,2017
7,251,CIN,Mason Schreck,TE,23,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Buffalo,2017
7,252,CLE,Matthew Dayes,RB,23,2018,0,0,0,0,0,16,0,0,0,0,0,5,13,0,4,29,0,,,,North Carolina St.,2017
7,253,DEN,Chad Kelly,QB,23,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi,2017
